AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
11392,DQL,Lake Hood Strip,61.18694444,-149.96527778
11394,DQN,New Smyrna Beach Municipal,29.05444444,-80.94805556
11394,DQN,New Smyrna Beach Municipal,29.05555556,-80.94888889
11395,DQO,Delhi Municipal,32.41083333,-91.49861111
11396,DQP,Marshall Field,38.23638889,-89.35861111
11397,DQQ,Cozad Municipal,40.86916667,-100.00361111
11397,DQQ,Cozad Municipal,40.86972222,-100.00416667
11398,DQR,Grand Canyon West,35.98611111,-113.81694444
11398,DQR,Grand Canyon West,35.98861111,-113.81000000
11398,DQR,Grand Canyon West,35.99027778,-113.81638889
11399,DQS,Bar Ten Airstrip,36.25972222,-113.23138889
11399,DQS,Grand Canyon Bar Ten Airstrip,36.25638889,-113.23083333
11400,DQT,Boscombe Down,51.15222222,-1.74750000
11400,DQT,Boscombe Down,51.15222222,-1.74750000
11400,DQT,Boscombe Down,51.15361111,-1.74083333
11400,DQT,Boscombe Down,51.15361111,-1.74083333
11400,DQT,Boscombe Down,51.16277778,-1.73416667
11401,DQU,Neets Bay,55.77888889,-131.60138889
11402,DQV,Glacier Point,59.10250000,-135.38222222
11403,DQW,Hualapai,35.57222222,-113.29250000
11404,DQX,Tsui River Airport,60.07472222,-143.08666667
11405,DQY,Cape Canaveral AFS,28.46722222,-80.56666667
11405,DQY,Cape Canaveral AFS Skid Strip,28.46750000,-80.56666667
11405,DQY,Cape Canaveral Sfs Skid Strip,28.46750000,-80.56666667
11405,XMR,Cape Canaveral AFS,28.46722222,-80.56666667
11406,DQZ,Platinum Mine,58.91166667,-161.71388889
11407,DRA,Desert Rock,36.61944444,-116.03277778
11407,DRA,Desert Rock,36.61944444,-116.03277778
11407,DRA,Desert Rock,36.61944444,-116.03194444
11407,DRA,Desert Rock,36.62000000,-116.03222222
11407,DRA,Desert Rock,36.62000000,-116.03222222
11408,DRB,Derby Airport,-17.37333333,123.65250000
11408,DRB,Derby Airport,-17.37000000,123.66055556
11409,DRE,Drummond Island Airport,46.00944444,-83.74388889
11409,DRE,Drummond Island Airport,46.01000000,-83.74000000
11409,DRE,Drummond Island Airport,46.01111111,-83.74583333
11410,DRF,Drift River Airport,60.58888889,-152.16194444
11410,DRF,Drift River Airport,60.58944444,-152.15777778
11411,DRG,Deering Airport,66.06916667,-162.76694444
11411,DRG,Deering Airport,66.06916667,-162.76694444
11411,DRG,Deering Airport,66.06944444,-162.76638889
11411,DRG,Deering Airport,66.06944444,-162.76638889
11411,DRG,Deering Airport,66.08083333,-162.73333333
11412,DRN,Dirranbandi Airport,-28.59166667,148.21666667
11412,DRN,Dirranbandi Airport,-28.58666667,148.21527778
11413,DRO,Durango La Plata County,37.15000000,-107.75111111
11413,DRO,Durango La Plata County,37.15138889,-107.75388889
11413,DRO,Durango La Plata County,37.15138889,-107.75388889
11413,DRO,Durango La Plata County,37.15166667,-107.75388889
11413,DRO,Durango La Plata County,37.16388889,-107.74222222
11413,DRO,Durango La Plata County,37.16388889,-107.74222222
11413,DRO,La Plata County,37.15000000,-107.75111111
11414,DRS,Dresden Airport,51.13333333,13.76666667
11414,DRS,Dresden Airport,51.13444444,13.76805556
11414,DRS,Klotzsche,51.13333333,13.76666667
11415,DRT,Del Rio International,29.37416667,-100.92722222
11416,DRU,Drummond Airport,46.61666667,-113.20000000
11416,DRU,Drummond Airport,46.62083333,-113.20500000
11417,DRW,Darwin International,-12.41666667,130.87222222
11417,DRW,Darwin International,-12.41472222,130.87694444
11417,DRW,Darwin International,-12.41111111,130.87055556
11418,DSA,Doncaster Sheffield,53.47472222,-1.00444444
11418,DSA,Doncaster Sheffield,53.47472222,-1.00444444
11418,DSA,Doncaster Sheffield,53.47527778,-1.00416667
11418,DSA,Doncaster Sheffield,53.47527778,-1.00416667
11419,DSD,La Desirade Airport,16.33333333,-61.01666667
11420,DSE,Dessie/Combolcha,11.07500000,39.71527778
11420,DSE,Dessie/Combolcha,11.08250000,39.71166667
11420,DSE,Dessie/Combolcha,11.08250000,39.71166667
11420,DSE,Dessie/Combolcha,11.08583333,39.71194444
11420,DSE,Dessie/Combolcha,11.08583333,39.71194444
11421,DSI,Destin Executive,30.40000000,-86.47138889
11421,DSI,Destin Executive,30.40000000,-86.47138889
11421,DSI,Destin Ft Walton Beach,30.40000000,-86.47138889
11421,DSI,Destin-Ft. Walton Beach,30.40000000,-86.47138889
11422,DSK,D. I. Khan,31.90944444,70.89666667
11422,DSK,D. I. Khan,31.90972222,70.89722222
11423,DSM,Des Moines International,41.53388889,-93.66305556
11423,DSM,Des Moines International,41.53388889,-93.66305556
11423,DSM,Des Moines International,41.53388889,-93.66305556
11423,DSM,Des Moines International,41.53388889,-93.65666667
11423,DSM,Des Moines International,41.53416667,-93.65777778
11423,DSM,Des Moines International,41.53416667,-93.65750000
11423,DSM,Des Moines International,41.53416667,-93.65750000
11423,DSM,Des Moines Municipal,41.53388889,-93.65666667
11424,DTA,Delta Airport,39.38305556,-112.50555556
11424,DTA,Delta Municipal,39.37916667,-112.50833333
11424,DTA,Delta Municipal,39.38055556,-112.50777778
11424,DTA,Delta Municipal,39.38055556,-112.50777778
11424,DTA,Delta Municipal,39.38277778,-112.50222222
11424,DTA,Delta Municipal,39.38361111,-112.50222222
11424,DTA,Delta Municipal,39.38361111,-112.50222222
11425,DTH,Furnace Creek,36.46055556,-116.87972222
11425,DTH,Furnace Creek,36.46388889,-116.88055556
11427,DTL,Detroit Lakes-Wething Field,46.82305556,-95.88277778
11427,DTL,Detroit Lakes-Wething Field,46.82527778,-95.88555556
11427,DTL,Detroit Lakes-Wething Field,46.82638889,-95.88611111
11428,DTM,Dortmund Airport,51.51666667,7.46666667
11428,DTM,Dortmund Airport,51.51666667,7.46666667
11428,DTM,Dortmund Airport,51.51916667,7.61444444
11429,DTN,Shreveport Downtown,32.54027778,-93.74500000
11429,DTN,Shreveport Downtown,32.54083333,-93.74388889
11430,DTO,Denton Enterprise,33.20194444,-97.19916667
11430,DTO,Denton Enterprise,33.20222222,-97.19805556
11430,DTO,Denton Enterprise,33.20222222,-97.19805556
11430,DTO,Denton Municipal,33.20055556,-97.19416667
11430,DTO,Denton Municipal,33.20222222,-97.19805556
11430,DTO,Denton Municipal,33.20222222,-97.19805556
11431,DTR,Decatur,48.51000000,-122.80305556
11432,DTT,Detroit Metropolitan Area,42.31277778,-83.17861111
11433,DTW,Detroit Metro Wayne County,42.21250000,-83.35333333
11433,DTW,Detroit Metro Wayne County,42.21666667,-83.34444444
11434,DUA,Eaker Field,33.93333333,-96.40000000
11435,DUB,Dublin Airport,53.42138889,-6.27027778
11435,DUB,Dublin Airport,53.42138889,-6.27000000
11435,DUB,Dublin Airport,53.42500000,-6.26305556
11435,DUB,Dublin Airport,53.42861111,-6.26250000
11435,DUB,Dublin Airport,53.43250000,-6.25222222
11436,DUC,Halliburton Field,34.47083333,-97.95972222
11436,DUC,Halliburton Field,34.47138889,-97.95972222
11436,DUC,Halliburton Field,34.47222222,-97.95972222
11437,DUD,Dunedin Airport,-45.92916667,170.19750000
11437,DUD,Dunedin Airport,-45.92500000,170.20000000
11438,DUE,Dundo Airport,-7.40277778,20.81694444
11438,DUE,Dundo Airport,-7.40250000,20.81944444
11438,DUE,Dundo Airport,-7.40083333,20.81861111
11438,DUE,Kamakenzo,-7.40277778,20.81694444
11439,DUF,Pine Island,36.25333333,-75.78861111
11439,DUF,Pine Island,36.25361111,-75.78861111
11440,DUG,Bisbee Douglas International,31.46888889,-109.60388889
11440,DUG,Bisbee Douglas International,31.46888889,-109.60388889
11440,DUG,Bisbee Douglas International,31.46888889,-109.60305556
11440,DUG,Bisbee Douglas International,31.46916667,-109.60361111
11440,DUG,Bisbee Douglas International,31.46916667,-109.60361111
11441,DUJ,DuBois Jefferson County,41.17833333,-78.89888889
11441,DUJ,DuBois Regional,41.17833333,-78.89861111
11442,DUQ,Duncan,48.75000000,-123.71666667
11442,DUQ,Duncan,48.75000000,-123.71666667
11442,DUQ,Duncan,48.75472222,-123.70972222
11442,DUQ,Duncan,48.75472222,-123.70972222
11443,DUR,Louis Botha,-29.97000000,30.95000000
11444,DUS,Duesseldorf,51.28944444,6.76666667
11444,DUS,Duesseldorf,51.28944444,6.76666667
11444,DUS,Dusseldorf Airport,51.28111111,6.75277778
11444,DUS,Dusseldorf Airport,51.28944444,6.76666667
11444,DUS,Dusseldorf Airport,51.28944444,6.76666667
11444,DUS,Dusseldorf International,51.28111111,6.75277778
11444,DUS,Dusseldorf International,51.28111111,6.75277778
11445,DUT,Unalaska Airport,53.89583333,-166.53888889
11445,DUT,Unalaska Airport,53.89888889,-166.54500000
11445,DUT,Unalaska Airport,53.89888889,-166.54500000
11445,DUT,Unalaska Airport,53.90027778,-166.54361111
11445,DUT,Unalaska Airport,53.90027778,-166.54361111
11446,DVK,Diavik Airport,64.51138889,-110.28972222
11446,DVK,Diavik Airport,64.51138889,-110.28944444
11447,DVL,Devils Lake Regional,48.11305556,-98.90750000
11447,DVL,Devils Lake Regional,48.11472222,-98.90833333
11447,DVL,Devils Lake Regional,48.11472222,-98.90833333
11447,DVL,Devils Lake Regional,48.11666667,-98.91000000
11447,DVL,Devils Lake Regional,48.11666667,-98.91000000
11448,DVN,Davenport Municipal,41.61027778,-90.58833333
11448,DVN,Davenport Municipal,41.61138889,-90.58916667
11449,DVO,Francisco Bangoy International,7.12555556,125.64583333
11449,DVO,Francisco Bangoy International,7.13166667,125.64944444
11450,DVT,Phoenix - Deer Valley,33.68333333,-112.08333333
11450,DVT,Phoenix - Deer Valley,33.68833333,-112.08250000
11452,DWA,Yolo County,38.57916667,-121.85666667
11452,DWA,Yolo County,38.57944444,-121.85694444
11453,DWH,David Wayne Hooks Memorial,30.06166667,-95.55277778
11453,DWH,David Wayne Hooks Memorial,30.06194444,-95.55277778
11453,DWH,David Wayne Hooks Memorial,30.06388889,-95.55972222
11454,DWS,Walt Disney World,28.38361111,-81.55000000
11455,DXB,Dubai International,25.25138889,55.37055556
11456,DXR,Danbury Municipal,41.37166667,-73.48222222
11456,DXR,Danbury Municipal,41.37166667,-73.48027778
11457,DYG,Dayong Airport,29.10305556,110.44361111
11457,DYG,Dayong Airport,29.10305556,110.44361111
11457,DYG,Dayong Airport,29.12944444,110.47833333
11457,DYG,Hehua,29.10305556,110.44361111
11457,DYG,Hehua,29.10305556,110.44361111
11458,DYR,Anadyr Airport,64.73500000,177.73833333
11458,DYR,Ugolny,64.73333333,177.75000000
11458,DYR,Ugolny,64.73333333,177.75000000
11458,DYR,Ugolny,64.73500000,177.73833333
11458,DYR,Ugolny,64.73500000,177.73833333
11458,DYR,Ugolny,64.73500000,177.74111111
11458,DYR,Ugolny,64.73500000,177.74166667
11458,DYR,Ugolny,64.73500000,177.74166667
11459,DYS,Dyess AFB,32.41833333,-99.85666667
11459,DYS,Dyess AFB,32.41833333,-99.85666667
11459,DYS,Dyess AFB,32.42000000,-99.85666667
11459,DYS,Dyess AFB,32.42055556,-99.85472222
11459,DYS,Dyess AFB,32.42055556,-99.85472222
11460,DYU,Dushanbe Airport,38.54361111,68.82361111
11460,DYU,Dushanbe Airport,38.54361111,68.82361111
11460,DYU,Dushanbe Airport,38.54361111,68.82444444
11461,DZA,Dzaoudzi-Pamandzi,-12.80916667,45.28194444
11461,DZA,Dzaoudzi-Pamandzi,-12.80472222,45.28111111
11462,DZO,Durazno Airport,-33.36666667,-56.51666667
11463,EAA,Eagle Airport,64.77666667,-141.14861111
11463,EAA,Eagle Airport,64.77805556,-141.14972222
11464,EAG,Eagle Creek Strip,67.56222222,-162.97527778
11466,EAM,Nejran Airport,17.61111111,44.41861111
11466,EAM,Nejran Airport,17.61166667,44.42972222
11467,EAN,Phifer Airfield,42.05555556,-104.92861111
11467,EAN,Phifer Airfield,42.05555556,-104.92861111
11467,EAN,Phifer Airfield,42.05555556,-104.92861111
11467,EAN,Phifer Airfield,42.05555556,-104.92833333
11467,EAN,Phifer Airfield,42.05611111,-104.93861111
11467,EAN,Phifer Airfield,42.05611111,-104.93861111
11467,EAN,Phifer Field,42.05555556,-104.93222222
11468,EAR,Kearney Regional,40.72694444,-99.00666667
11468,EAR,Kearney Regional,40.72833333,-98.99888889
11469,EAS,San Sebastian Airport,43.35638889,-1.79055556
11469,EAS,San Sebastian Airport,43.35777778,-1.79000000
11470,EAT,Pangborn Memorial,47.39805556,-120.20583333
11470,EAT,Pangborn Memorial,47.39805556,-120.20583333
11470,EAT,Pangborn Memorial,47.39888889,-120.20694444
11470,EAT,Pangborn Memorial,47.39888889,-120.20694444
11470,EAT,Pangborn Memorial,47.39972222,-120.20777778
11471,EAU,Chippewa Valley Regional,44.86444444,-91.48722222
11471,EAU,Chippewa Valley Regional,44.86583333,-91.48416667
11471,EAU,Eau Claire Municipal,44.86444444,-91.48722222
11472,EBA,Marina Di Campo,42.76083333,10.23972222
11472,EBA,Marina Di Campo,42.76083333,10.23972222
11472,EBA,Marina Di Campo,42.76111111,10.23972222
11472,EBA,Marina Di Campo,42.76111111,10.23972222
11473,EBB,Entebbe International,0.04222222,32.44361111
11473,EBB,Entebbe International,0.04250000,32.43805556
11474,EBD,El Obeid Airport,13.15222222,30.23250000
11474,EBD,El Obeid Airport,13.15305556,30.23277778
11474,EBD,El Obeid Airport,13.15972222,30.23416667
11475,EBJ,Esbjerg Airport,55.52583333,8.55333333
11475,EBJ,Esbjerg Airport,55.52583333,8.55361111
11475,EBJ,Esbjerg Airport,55.52638889,8.55250000
11476,EBL,Erbil International,36.23750000,43.96305556
11476,EBL,Erbil International,36.23777778,43.95500000
11476,EBL,Erbil International,36.23777778,43.95500000
11476,EBL,Erbil International,36.23805556,43.94666667
11476,EBL,Erbil International,36.23805556,43.94666667
11477,EBU,Boutheon,45.53416667,4.29722222
11477,EBU,Boutheon,45.53416667,4.29722222
11477,EBU,Boutheon,45.54166667,4.29750000
11477,EBU,Saint Etienne Boutheon,45.53416667,4.29722222
11477,EBU,Saint Etienne Loire,45.53416667,4.29722222
11477,EBU,Saint Etienne Loire,45.53416667,4.29722222
11477,EBU,Saint Etienne Loire,45.54083333,4.29638889
11478,ECA,Iosco County,44.31277778,-83.42222222
11478,ECA,Iosco County,44.31333333,-83.42333333
11479,ECG,Elizabeth,36.25916667,-76.17305556
11479,ECG,Elizabeth City CGAS/Regional,36.25916667,-76.17305556
11479,ECG,Elizabeth City CGAS/Regional,36.26055556,-76.17444444
11480,ECN,Ercan Airport,35.15527778,33.50138889
11480,ECN,Ercan Airport,35.15888889,33.49361111
11481,ECP,Northwest Florida Beaches International,30.35777778,-85.79888889
11481,ECP,Northwest Florida Beaches International,30.35833333,-85.79555556
11482,ECS,Mondell Field,43.88333333,-104.31250000
11482,ECS,Mondell Field,43.88416667,-104.31444444
11482,ECS,Mondell Field,43.88416667,-104.31444444
11482,ECS,Mondell Field,43.88555556,-104.31805556
11482,ECS,Mondell Field,43.88555556,-104.31805556
11483,ECU,Edwards County,29.94694444,-100.17388889
11484,EDA,Edna Bay Airport,55.93638889,-133.65555556
11486,EDE,Northeastern Regional,36.02777778,-76.56722222
11486,EDE,Northeastern Regional,36.02861111,-76.56972222
11486,EDE,Northeastern Regional,36.02861111,-76.56972222
11487,EDF,Elmendorf AFB,61.25138889,-149.80638889
11487,EDF,Elmendorf AFB,61.25305556,-149.79388889
11487,EDF,Elmendorf AFB,61.25361111,-149.79166667
11488,EDI,Edinburgh Airport,55.94861111,-3.35027778
11488,EDI,Edinburgh Airport,55.95000000,-3.37277778
11488,EDI,Edinburgh Airport,55.95000000,-3.37250000
11488,EDI,Edinburgh Airport,55.95000000,-3.37250000
11488,EDI,Edinburgh Airport,55.95000000,-3.37250000
11488,EDI,Edinburgh Airport,55.95361111,-3.35722222
11488,EDI,Edinburgh Airport,55.95361111,-3.35722222
11489,EDL,Eldoret Airport,0.53694444,35.28083333
11490,EDW,Edwards AFB,34.90000000,-117.86666667
11490,EDW,Edwards AFB,34.91638889,-117.86250000
11490,EDW,Edwards AFB,34.91638889,-117.86250000
11490,EDW,Edwards AFB,34.91805556,-117.87916667
11490,EDW,Edwards AFB,34.91805556,-117.87916667
11491,EED,Needles Airport,34.75833333,-114.62000000
11491,EED,Needles Airport,34.76638889,-114.62333333
11492,EEK,Eek Airport,60.21361111,-162.04388889
11492,EEK,Eek Airport,60.21666667,-162.01666667
11493,EEN,Dillant Hopkins,42.89833333,-72.27083333
11493,EEN,Dillant Hopkins,42.90083333,-72.27083333
11494,EFB,Eight Fathom Bight Airport,58.00000000,-135.73333333
11495,EFD,Ellington,29.60722222,-95.15861111
11495,EFD,Ellington,29.60722222,-95.15861111
11495,EFD,Ellington Field,29.60722222,-95.15861111
11495,EFD,Ellington Field,29.60722222,-95.15861111
11496,EFK,Newport Airport,44.88944444,-72.23000000
11496,EFK,Newport State,44.88805556,-72.22861111
11496,EFK,Newport State,44.88888889,-72.22916667
11496,EFK,Newport State,44.88888889,-72.22916667
11496,EFK,Newport State,44.88944444,-72.23000000
11496,EFK,Northeast Kingdom International,44.88805556,-72.22861111
11496,EFK,Northeast Kingdom International,44.88805556,-72.22861111
11497,EFL,Argostolion,38.11805556,20.50555556
11497,EFL,Argostolion,38.11861111,20.49972222
11498,EG1,Cairo West,30.11638889,30.91555556
11498,EG1,Sphinx International,30.11361111,30.90527778
11498,EG1,Sphinx International,30.11416667,30.91055556
11499,EG2,Jiyanklis AB,30.81944444,30.19166667
11499,EG2,Jiyanklis New Airbase,30.81972222,30.19111111
11500,EG3,Beni Suef Airport,29.20833333,31.01666667
11501,EGA,Chenega Airport,60.28333333,-148.08333333
11502,EGC,Bergerac Dordogne Perigord,44.82444444,0.51888889
11502,EGC,Bergerac Dordogne Perigord,44.82444444,0.51888889
11502,EGC,Bergerac Roumaniere,44.82444444,0.51888889
11502,EGC,Roumaniere,44.82444444,0.51888889
11502,EGC,Roumaniere,44.82444444,0.51888889
11502,EGC,Roumaniere,44.82527778,0.51861111
11503,EGE,Eagle County Regional,39.64277778,-106.93250000
11503,EGE,Eagle County Regional,39.64277778,-106.93250000
11503,EGE,Eagle County Regional,39.64277778,-106.91583333
11503,EGE,Eagle County Regional,39.64277778,-106.91583333
11503,EGE,Eagle County Regional,39.64361111,-106.91388889
11504,EGI,Duke Field,30.64861111,-86.52194444
11504,EGI,Duke Field,30.64861111,-86.52194444
11504,EGI,Duke Field,30.65027778,-86.52277778
11504,EGI,Duke Field,30.65027778,-86.52277778
11504,EGI,Duke Field (Eglin Af Aux Nr 3),30.65027778,-86.52694444
11505,EGN,Geneina Airport,13.48361111,22.47250000
11505,EGN,Geneina Airport,13.48750000,22.46944444
11506,EGP,Eagle Pass Airport,28.70222222,-100.48055556
11506,EGP,Eagle Pass Municipal,28.70222222,-100.48055556
11507,EGS,Egilsstadir Airport,65.27777778,-14.40277778
11507,EGS,Egilsstadir Airport,65.28333333,-14.40138889
11508,EGT,Wellington Municipal,37.32361111,-97.38833333
11508,EGT,Wellington Municipal,37.32500000,-97.38833333
11510,EGV,Eagle River Union,45.93166667,-89.26888889
11510,EGV,Eagle River Union,45.93222222,-89.26833333
11511,EGX,Egegik Airport,58.18444444,-157.37472222
11511,EGX,Egegik Airport,58.18555556,-157.37555556
11511,EGX,Egegik Airport,58.20777778,-157.37027778
11512,EHM,Cape Newenham AFS,58.64722222,-162.06055556
11512,EHM,Cape Newenham LRRS,58.64638889,-162.06277778
11512,EHM,Cape Newenham LRRS,58.64638889,-162.06277778
11512,EHM,Cape Newenham LRRS,58.64805556,-162.06305556
11512,EHM,Cape Newenham LRRS,58.64805556,-162.06305556
11513,EHR,Eagle Harbor Airport,57.41666667,-152.71666667
11514,EHT,Rentschler,41.75777778,-72.62000000
11514,EHT,Rentschler Heliport,41.75333333,-72.62833333
11515,EIA,Eia Airport,-8.10833333,147.62500000
11516,EIB,Eisenach Kindel,50.99222222,10.47611111
11516,EIB,Eisenach Kindel,50.99222222,10.47611111
11516,EIB,Eisenach Kindel,50.99277778,10.47277778
11516,EIB,Eisenach Kindel,50.99277778,10.47277778
11517,EIL,Eielson AFB,64.66500000,-147.09722222
11517,EIL,Eielson AFB,64.66555556,-147.10138889
11518,EIN,Eindhoven Airport,51.45027778,5.37444444
11518,EIN,Eindhoven Airport,51.45333333,5.38888889
11519,EIS,Beef Island,18.44388889,-64.54277778
11519,EIS,Terrance B Lettsome,18.44555556,-64.54138889
11519,EIS,Terrance B Lettsome International,18.44555556,-64.54166667
11519,EIS,Terrance B. Lettsome,18.44555556,-64.54166667
11519,EIS,Terrance B. Lettsome,18.44555556,-64.54138889
11519,EIS,Terrance B. Lettsome International,18.44388889,-64.54277778
11519,EIS,Terrance B. Lettsome International,18.44555556,-64.54166667
11520,EJA,Yariguies,7.01583333,-73.79916667
11520,EJA,Yariguies,7.02444444,-73.80694444
11521,EJH,Wedjh Airport,26.19861111,36.47611111
11521,EJH,Wedjh Airport,26.20027778,36.47583333
11522,EKA,Eureka Airport,40.80500000,-124.11500000
11522,EKA,Murray Field,40.80333333,-124.11277778
11522,EKA,Murray Field,40.80444444,-124.11388889
11523,EKI,Elkhart Municipal,41.71944444,-86.00333333
11523,EKI,Elkhart Municipal,41.71944444,-86.00333333
11523,EKI,Elkhart Municipal,41.71944444,-86.00166667
11523,EKI,Elkhart Municipal,41.71944444,-86.00166667
11523,EKI,Elkhart Municipal,41.72222222,-85.99222222
11523,EKI,Elkhart Municipal,41.72222222,-85.99222222
11523,EKI,Elkhart Municipal,41.72222222,-85.99222222
11524,EKN,Elkins Randolph County,38.88944444,-79.85722222
11524,EKN,Elkins-Randolph County-Jennings Randolph Field,38.88944444,-79.85777778
11524,EKN,Elkins-Randolph County-Jennings Randolph Field,38.88944444,-79.85722222
11525,EKO,Elko Regional,40.82388889,-115.78972222
11525,EKO,Elko Regional,40.82500000,-115.79166667
11525,EKO,Elko Regional,40.82500000,-115.79166667
11525,EKO,Elko Regional,40.82500000,-115.79138889
11525,EKO,Elko Regional,40.82500000,-115.79138889
11526,EKX,Addington Field,37.68611111,-85.92500000
11526,EKX,Addington Field,37.68694444,-85.92388889
11527,EKY,Bessemer Airport,33.31250000,-86.92638889
11527,EKY,Bessemer Airport,33.31277778,-86.92583333
11528,ELA,Eagle Lake Airport,29.58333333,-96.33333333
11528,ELA,Eagle Lake Airport,29.60000000,-96.32194444
11528,ELA,Eagle Lake Airport,29.60055556,-96.32194444
11529,ELB,El Banco Airport,9.04555556,-73.97500000
11529,ELB,El Banco Airport,9.04555556,-73.97500000
11529,ELB,Las Flores,9.04555556,-73.97500000
11529,ELB,Las Flores,9.04555556,-73.97500000
11529,ELB,Las Flores,9.04888889,-73.97416667
11530,ELC,Elcho Island Airport,-12.02083333,135.57222222
11530,ELC,Elcho Island Airport,-12.01944444,135.57055556
11530,ELC,Elcho Island Airport,-12.01916667,135.57472222
11531,ELD,El Dorado Airport,33.22055556,-92.81472222
11531,ELD,Goodwin Field,33.22055556,-92.81472222
11531,ELD,South Arkansas Regional at Goodwin Field,33.22083333,-92.81333333
11531,ELD,South Arkansas Regional at Goodwin Field,33.22111111,-92.81166667
11532,ELF,El Fasher Airport,13.61500000,25.32472222
11533,ELG,El Golea Airport,30.56750000,2.86472222
11533,ELG,El Golea Airport,30.57722222,2.86416667
11534,ELH,No Eleuth,25.47472222,-76.68500000
11534,ELH,North Eleuthera Airport,25.47472222,-76.68500000
11534,ELH,North Eleuthera Airport,25.47472222,-76.68361111
11534,ELH,North Eleuthera Airport,25.47472222,-76.68361111
11534,ELH,North Eleuthera Airport,25.47555556,-76.68138889
11534,ELH,North Eleuthera Airport,25.47555556,-76.68138889
11535,ELI,Elim Airport,64.61361111,-162.27027778
11535,ELI,Elim Airport,64.61500000,-162.27055556
11536,ELJ,El Recreo Airport,2.00000000,-74.13333333
11537,ELM,Elmira/Corning Regional,42.15972222,-76.89194444
11537,ELM,Elmira/Corning Regional,42.15972222,-76.89194444
11537,ELM,Elmira/Corning Regional,42.15972222,-76.89166667
11537,ELM,Elmira/Corning Regional,42.16000000,-76.89166667
11537,ELM,Elmira/Corning Regional,42.16000000,-76.89166667
11537,ELM,Elmira/Corning Regional,42.16083333,-76.89527778
11538,ELN,Bowers Field,47.03305556,-120.53055556
11538,ELN,Bowers Field,47.03388889,-120.53027778
11538,ELN,Bowers Field,47.03472222,-120.52888889
11540,ELP,El Paso International,31.80666667,-106.37722222
11540,ELP,El Paso International,31.80722222,-106.37750000
11540,ELP,El Paso International,31.80722222,-106.37750000
11540,ELP,El Paso International,31.80722222,-106.37638889
11540,ELP,El Paso International,31.80722222,-106.37638889
11541,ELQ,Gassim Airport,26.30277778,43.77416667
11541,ELQ,Gassim Airport,26.30277778,43.77416667
11541,ELQ,Gassim Airport,26.30333333,43.77083333
11541,ELQ,Prince Naif Bin Abdulaziz,26.30277778,43.77416667
11541,ELQ,Prince Naif Bin Abdulaziz,26.30277778,43.77416667
11541,ELQ,Prince Nayef Bin Abdulaziz,26.30277778,43.77416667
11543,ELS,Ben Schoeman,-33.03611111,27.82388889
11543,ELS,East London Airport,-33.03611111,27.82388889
11543,ELS,East London Airport,-33.03555556,27.82583333
11543,ELS,King Phalo,-33.03555556,27.82583333
11544,ELT,El Tor Airport,28.20888889,33.64555556
11544,ELT,El Tor Airport,28.20916667,33.64555556
11544,ELT,El Tor Airport,28.21166667,33.63611111
11545,ELV,Elfin Cove Seaplane Base,58.20000000,-136.31666667
11546,ELW,Ellamar Seaplane Base,60.89333333,-146.70833333
11547,ELY,Ely Airport/Yelland Field,39.29972222,-114.84194444
11547,ELY,Ely Airport/Yelland Field,39.30194444,-114.84194444
11548,EMA,East Midlands,52.83000000,-1.32944444
11548,EMA,East Midlands,52.83111111,-1.32805556
11548,EMA,East Midlands,52.83111111,-1.32805556
11548,EMA,East Midlands,52.83111111,-1.32777778
11549,EMD,Emerald Airport,-23.57000000,148.17777778
11549,EMD,Emerald Airport,-23.57000000,148.17833333
11549,EMD,Emerald Airport,-23.56750000,148.17916667
11550,EMK,Emmonak Airport,62.78611111,-164.49083333
11551,EMM,Kemmerer Municipal,41.82416667,-110.55694444
11551,EMM,Kemmerer Municipal,41.82500000,-110.55833333
11552,EMN,Nema Airport,16.62000000,-7.31722222
11552,EMN,Nema Airport,16.62166667,-7.31944444
11552,EMN,Nema Airport,16.62166667,-7.31833333
11553,EMP,Emporia Municipal,38.33055556,-96.19000000
11553,EMP,Emporia Municipal,38.33250000,-96.19083333
11554,EMT,El Monte Airport,34.08583333,-118.03361111
11554,EMT,El Monte Airport,34.08611111,-118.03472222
11554,EMT,El Monte Airport,34.08611111,-118.03472222
11554,EMT,El Monte Airport,34.08611111,-118.03472222
11554,EMT,San Gabriel Valley,34.08611111,-118.03472222
11554,EMT,San Gabriel Valley,34.08611111,-118.03472222
11554,EMT,San Gabriel Valley,34.08611111,-118.03472222
11555,ENA,Kenai Municipal,60.56750000,-151.25111111
11555,ENA,Kenai Municipal,60.57333333,-151.24472222
11556,ENC,Essey,48.69166667,6.23166667
11556,ENC,Essey,48.69194444,6.23111111
11556,ENC,Essey,48.69194444,6.23111111
11556,ENC,Essey,48.69222222,6.22611111
11556,ENC,Nancy Essey,48.69222222,6.22611111
11556,ENC,Nancy Essey,48.69277778,6.23194444
11556,ENC,Nancy Essey,48.69277778,6.23194444
11557,END,Vance AFB,36.33916667,-97.91638889
11557,END,Vance AFB,36.33916667,-97.91638889
11557,END,Vance AFB,36.33972222,-97.91722222
11557,END,Vance AFB,36.33972222,-97.91722222
11557,END,Vance AFB,36.33972222,-97.91583333
11558,ENL,Centralia Municipal,38.51222222,-89.09222222
11558,ENL,Centralia Municipal,38.51500000,-89.09111111
